subs_;offer_price;offer_name;campaign_id;contact_uuid;response_uuid;transaction_date;accept_indicator;region
27197659243;354.0;weekend deal;CAMP_71316a02;f7e4bf52-4b0d-4476-b767-176273cfeb06;2878acb7-c600-48e6-b3fd-3aec920ff06e;2026/01/13;1;Gauteng
27349647772;117.6;bundle boost;CAMP_df5e0430;97c5d07a-6b3a-4819-aff6-47e2d8dc23f3;06a7f1a1-bc27-47cd-b60e-7a78410a20c1;2026/01/20;1;North West
27179209992;25.06;feature promo;CAMP_1821394f;1b6dbb78-af81-460a-b823-3e85e1b23647;98ed845b-b8c8-4a58-a5c3-a17239d9483e;2026/01/28;1;Northern Cape
27143085229;202.3;weekend deal;CAMP_2d622d4a;edeff5ea-d6ee-44a2-b331-f6275f5346f5;1cedbcfb-75e1-4272-96f2-1dd2fbea6658;2026/02/07;1;Limpopo
27853121886;446.93;data saver;CAMP_dfada313;c26076f2-98de-4f23-a7f2-3ecd77010f57;9b794162-a355-4207-bdee-7258aa3abd0a;2026/02/25;1;Western Cape
27420164912;224.64;loyalty reward;CAMP_cc6bb4e5;82d4fd6c-ea1e-4b55-80ad-38543d363ca6;37d404f1-c1e6-4408-ad7e-4a7fa3cb7c48;2026/03/01;0;Limpopo
27661147371;282.73;loyalty reward;CAMP_65a2423f;53b061db-0328-45cc-91c9-21d7865a38c1;5b1094d8-c81d-43b8-918f-be5bbf782716;2026/03/05;0;Northern Cape
27360804630;66.64;feature promo;CAMP_8787d73e;23205a3f-5d8e-4ab8-b917-d79d976d3c18;af5cad28-d8e4-4c5d-a80c-c1c65cf97185;2026/03/08;1;Eastern Cape
27674502700;452.16;data saver;CAMP_b1b8d7d8;856570ad-4843-4c8e-a713-199b3fc0760c;a3f6c84e-528c-41da-a802-e1f4b2aeb3fa;2026/02/24;1;KwaZulu-Natal
27701256006;143.47;loyalty reward;CAMP_66ac82ba;cc2f3c32-6712-41d6-9e79-033ac2e5dfb7;b2791c29-6825-4ca2-bacf-d85255ca4c3a;2026/03/02;1;Eastern Cape
27346579247;354.97;feature promo;CAMP_b1b8d7d8;9cec7965-fa53-42d6-a0cf-f092a8970de6;8c9c5aed-c463-405f-8774-ae5faa217b77;2026/02/18;0;North West
27425525382;480.17;flash offer;CAMP_61b52b23;918d021e-75c4-4397-a653-e809f0eef78c;e46c8c0d-ce92-43c5-b4ee-5be86b872922;2026/02/25;0;Free State
27754787427;301.86;summer special;CAMP_9678ed90;ae4c0d51-965f-46f2-ae72-e374e7ef286f;dce61b88-bf78-493a-a938-cecb9f790b79;2026/02/25;0;Eastern Cape
27698431451;307.1;data saver;CAMP_d6fe8fa3;08ed5b14-1302-460e-a386-d7ae70efb6de;459aee68-73c5-4de5-a150-e62a7e759648;2026/02/04;1;Western Cape
27100007367;374.24;summer special;CAMP_cc486657;945fe98a-0d91-49f1-9442-df3ca4a04737;5d67ed5b-8159-442d-b2df-d56d3f3bbd0d;2026/01/11;0;Western Cape
27638194671;250.5;bundle boost;CAMP_8787d73e;e5f5b45d-4201-4421-8201-f19140662f0c;39bb3f4a-b84b-4bed-a280-f5ec23609022;2026/02/12;0;Gauteng
27922344577;394.62;weekend deal;CAMP_a4243a0c;5264bdcd-83f6-4440-b59f-3c44806e7df7;2b549c43-138b-43bc-970c-c49240c48ced;2026/03/10;1;Limpopo
27569796339;240.03;loyalty reward;CAMP_66ac82ba;5f37c6f0-8e20-40f7-851e-1c85fdd376a0;bbd34abb-3ca2-4957-9eb5-70491e103f07;2026/03/05;1;Gauteng
27214446821;58.01;bundle boost;CAMP_61b52b23;d6e76f64-1543-4c51-bf83-cc700c726e15;36f73a91-4f20-45af-b29f-f28fdd9116fa;2026/01/09;0;North West
27058655814;245.18;flash offer;CAMP_c02c6c69;bf052cab-cb2a-44ce-a7bb-2eedb843b088;bba25ecd-d142-452e-b204-e0b0369be768;2026/02/03;0;Eastern Cape
27555716498;30.35;loyalty reward;CAMP_e6999d8d;bb0ee70f-6509-424e-ab7a-a0cff63551fd;cf7d94f6-590e-41ae-98af-73db1f56f2d7;2026/01/23;0;Northern Cape
27347199386;479.69;flash offer;CAMP_11f756ee;3ed41b9f-0fc5-4f9f-99ec-112f83ead8e0;0d68b9e4-81db-4211-9517-94bb5071929d;2026/02/19;0;Gauteng
27225299257;106.14;bundle boost;CAMP_e4f5f0ad;f65323f4-8d81-4362-ac59-8893189cb73f;9f05916e-a24e-4ed4-bc60-79a6dd00c3d5;2026/01/12;1;Northern Cape
27408300141;300.02;bundle boost;CAMP_df5e0430;d783dc5a-c325-497f-95dd-68e572771883;ee64ee11-38ab-47d2-ac99-192271812083;2026/01/21;0;Western Cape
27988210897;415.52;summer special;CAMP_4236e746;a02afd4a-c25a-4403-8020-536c3132e736;1b38832a-47d0-44b5-971b-0d48955e59ca;2026/02/01;0;North West
27185635512;250.82;flash offer;CAMP_cc486657;a195bed6-9361-4c4e-bb40-fe0aece0acd6;e054a198-fb89-4b49-906b-47480e44e57a;2026/02/03;0;Limpopo
27927554359;411.21;loyalty reward;CAMP_cc486657;e21cb7f9-738c-46fc-9339-05203f04a9ee;b401ff9d-5d3c-49b3-b678-131978f29efc;2026/02/16;0;Free State
27322650129;290.01;bundle boost;CAMP_c7e3d314;1e723b4e-cf1c-4185-831e-8a833511e76d;992240bb-01d1-4436-bf17-8b86fbe77c2a;2026/01/24;0;Northern Cape
27291479342;148.89;data saver;CAMP_65a2423f;e2471658-f130-428a-afc9-7f9aa70d932a;cdbb862c-e5ff-4325-b98e-4baf2b614134;2026/02/28;1;Western Cape
27570979049;122.67;bundle boost;CAMP_b1b8d7d8;a54b97ff-5948-4381-9f55-16c6646d88b2;0ccbafb5-f12b-4117-89f8-115ec0120876;2026/02/17;1;Mpumalanga
27726738018;259.43;bundle boost;CAMP_4236e746;6fd64f51-e281-44b2-9289-e7d0f5d30657;bec795d3-0ff5-40fe-a23d-25914ef1bc79;2026/02/24;0;Northern Cape
27006028518;328.66;loyalty reward;CAMP_cc486657;2c989863-3542-46da-984f-96b3ed7370e9;e053d77c-cc95-41af-82fe-bfd2d94e601d;2026/02/17;0;North West
27532264505;205.48;flash offer;CAMP_dddcc94b;d9c928b5-0c5b-4fad-85c0-1ac5aa250a1a;028ca3b5-697d-4675-92a9-06326f5edc68;2026/02/24;1;Mpumalanga
27233685868;491.88;summer special;CAMP_66ac82ba;8bec6632-aa7d-4655-ab82-c0a642b7f1d4;e5d521fe-4e99-4394-8a16-48fd5d5647e8;2026/03/08;1;Western Cape
27979358701;152.71;weekend deal;CAMP_1821394f;c1c711d8-6e4f-4395-9f09-14b031b2e4b7;ef9baa76-a7ed-4058-84b7-96f3be84ca40;2026/03/06;0;Eastern Cape
27059258312;286.66;bundle boost;CAMP_6f1cf533;a3614394-faa6-4ae3-b6bd-a736f9e69f51;9b6b1062-374d-4f71-a25b-2c707568dc3f;2026/03/10;0;Free State
27823354145;394.67;weekend deal;CAMP_7829ef03;3af17966-706e-4eba-8651-c23a5486ab9b;979fe654-fdc8-42df-abde-9dcac0cc9749;2026/01/13;0;Free State
27743566433;396.73;feature promo;CAMP_a1a279a5;599db741-628b-4992-8b3a-f26cf245b61d;ba3f126a-5a5c-4737-9cec-cedf25683dc0;2026/02/25;0;Western Cape
27431855876;443.79;flash offer;CAMP_bf68e35d;0a96126f-0ae1-4271-8063-c90f2eb781b9;f365b3cb-a9c3-4b9a-8707-1d34e5cccd60;2026/01/22;0;North West
27304273878;34.84;bundle boost;CAMP_8787d73e;747e8985-3c2c-49fc-b0f3-82de31721e4c;99efde34-e093-4a42-8cb7-c9b118d63f99;2026/02/28;0;Limpopo
27902194635;280.4;bundle boost;CAMP_cc486657;d1bd4c99-4052-4528-8ac4-dfe6c64a7829;d34376ab-cd7d-43b7-8865-5494b23e8304;2026/01/16;0;Gauteng
27186528895;249.55;weekend deal;CAMP_da530e13;2a036b06-0663-4747-a27a-bd025104e044;15e1d8af-57e9-4fbd-aaee-740d798a689a;2026/01/21;0;Mpumalanga
27266985789;52.55;loyalty reward;CAMP_e4f5f0ad;905fae50-f8f2-498c-87fb-9b4eadb3647d;e8e42df7-c3f7-4391-889b-e13465c7858a;2026/03/04;1;Mpumalanga
27404729854;410.3;feature promo;CAMP_84aff86c;43975ea9-1b6e-4631-9697-72acdb314511;28283863-03e7-4a65-abbe-ebfdb12fa676;2026/03/06;1;Limpopo
27487570680;250.73;bundle boost;CAMP_ac87a666;5a2932a8-3b81-4258-9bde-5dae08748b13;7769ff40-776e-4231-9e1e-e7809faf6403;2026/02/20;0;Gauteng
27023126755;420.33;feature promo;CAMP_a412f448;4c78f4be-65bd-445c-a2d6-0b8ab46bcb04;9a077dcd-96ab-4066-977a-303c3d5a499f;2026/02/15;1;Limpopo
27170442440;303.13;flash offer;CAMP_61b52b23;2e28b18e-619b-4e6f-a4cd-647dae308742;d63ffc0e-5597-487f-b320-6ffacb0f3770;2026/01/18;0;Mpumalanga
27258218321;467.69;bundle boost;CAMP_b1b8d7d8;60ef3c9e-5616-42fc-973b-174aa3649ba3;5918dd9a-4783-46b6-85bf-8ccc6f0dd8de;2026/01/18;1;Free State
27638986591;352.26;bundle boost;CAMP_dddcc94b;afd85bdd-1384-40cd-9b38-e2e88b769d15;106c3875-3fe0-4882-bde7-99f620297c2a;2026/03/07;0;Mpumalanga
